﻿Published/unpublished,Title,Author(s),Journal,Pub Year,Volume,Pages,Url,DOI,Description/Notes,Region,Location Name,Site Name,Latitude,Longitude,Altitude,Soil Types,Is it pasture/crop?,Is it resident/sown?,Sowing Date,Harvest Method,Irrigation Level,kgNyr,kgPyr,kgKyr,kgSyr,kgLimeyr,Defoliation Method,Dominant Species,Cultivar,Flowering Date,Additional Species,Cultivars,Experiment Name,Measurement Unit,What yield are you recording?,Data Source,Start Date,End Date,DM Yield,Grain Yield,Growth Rate,Annual Yield,Met Files,Photos,Soil Water Data,Raw Data
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage E,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",19/05/2003,16/06/2003,1372,,49,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage E,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",17/11/2002,16/12/2002,1769,,61,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage E,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",19/08/2002,17/09/2002,377,,13,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage E,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",14/10/2002,17/11/2002,1632,,48,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage E,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",15/06/2002,18/07/2002,726,,22,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage E,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",14/04/2003,19/05/2003,1470,,42,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage E,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",15/07/2002,19/08/2002,1120,,32,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage N,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",16/12/2002,17/01/2003,832,,26,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage S,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",16/12/2002,17/01/2003,704,,22,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",01/04/2003,01/05/2003,660,,22,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",03/08/2002,02/09/2002,780,,26,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",06/01/2003,03/02/2003,560,,20,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",01/05/2003,03/06/2003,792,,24,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",04/11/2002,03/12/2002,1827,,63,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",02/10/2002,04/11/2002,3234,,98,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",03/12/2002,06/01/2003,2074,,61,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",17/09/2002,14/10/2002,891,,33,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",19/05/2003,16/06/2003,1064,,38,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",17/11/2002,16/12/2002,1856,,64,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",19/08/2002,17/09/2002,928,,32,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Deightons,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",14/10/2002,17/11/2002,2040,,60,,Y,,,Y
